Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Korenmolenweg 10,Haaksbergen,€ 575.000,3.350 m²,116 m²,1940,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",G,"Aan bosrand, aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.065
Noordersingel 7,Barendrecht,€ 750.000,362 m²,178 m²,2001,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder met vliering,A,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zonneterras",1.355
Rozenplantsoen 10,Moordrecht,€ 300.000,165 m²,98 m²,1968,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,840
Vlinderveen 574,Spijkenisse,€ 315.000,143 m²,117 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.200
Cato Elderinklaan 20,Almelo,€ 200.000,165 m²,104 m²,1963,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin,1.450
Händelstraat 27,Aalsmeer,€ 435.000,148 m²,132 m²,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.540
Paulusstraat 12,Deest,€ 695.000,4.370 m²,102 m²,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen en een vliering,C,Aan rustige weg,Tuin rondom,1.655
William Barlowlaan 153,Amsterdam,€ 1.250.000,126 m²,227 m²,2007,Bestaande bouw,"Herenhuis, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,8 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,5 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,15.745
Winckelweg 8,Nunspeet,€ 675.000,425 m²,113 m²,1920,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In centrum en in woonwijk,"Achtertuin, voortuin en zijtuin",9.245
Anjerstraat 5,Papendrecht,€ 625.000,416 m²,165 m²,1962,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),3 badkamers,2 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom en zonneterras,6.115
Vlielandstraat 29,Zaandam,€ 319.500,94 m²,114 m²,1954,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,3.055
Provincienlaan 53,Veendam,€ 209.500,178 m²,120 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,8.010
Astersingel 23,Berkel en Rodenrijs,€ 800.000,410 m²,122 m²,1998,Bestaande bouw,"Villa, vrijstaande woning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,A,In woonwijk,"Achtertuin, voortuin en zijtuin",1.325
Ambachtsstraat 34,Veenendaal,€ 375.000,125 m²,119 m²,1999,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.035
Thijs Rinsemastraat 47,Drachten,€ 295.000,146 m²,115 m²,2005,Bestaande bouw,"Eengezinswoning, geschakelde woning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.850
Kienderkamp 31,Harderwijk,€ 495.000,364 m²,110 m²,1993,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),2 badkamers,2 woonlagen en een zolder,B,In woonwijk,Achtertuin en voortuin,1.240
Kervelstraat 27,Arnhem,€ 200.000,144 m²,81 m²,1950,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.315
Rialaan 40,Oostvoorne,€ 369.000,221 m²,96 m²,1959,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.810
Van der Hoevensstraat 97,Westervoort,€ 539.000,320 m²,126 m²,1980,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",5.935
Wallestein 5,Loenen aan de Vecht,€ 545.000,171 m²,133 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.550
Uelserweg 38,Tubbergen,€ 356.000,551 m²,103 m²,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",4.690
Lijsterbeslaan 6,Bunde,€ 648.000,565 m²,229 m²,1974,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,,"Achtertuin, voortuin en zijtuin",5.300
Annie Romeinsingel 52,Leiden,€ 500.000,151 m²,124 m²,1990,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,4.725
T.S. Eliotlaan 8,Den Haag,€ 825.000,245 m²,152 m²,2017,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,9 kamers (7 slaapkamers),1 badkamer en 2 aparte toiletten,4 woonlagen,A,In woonwijk,Achtertuin en voortuin,6.805
Boswei 8,Stavenisse,€ 239.500,125 m²,112 m²,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.505
Adelaartlaan 136,Geldrop,€ 369.000,152 m²,134 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,5.365
Herman Kuijkstraat 16,Geldermalsen,€ 355.000,177 m²,98 m²,1930,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan drukke weg, in centrum en in woonwijk",Achtertuin en voortuin,1.580
Schoutstraat 19,IJsselmuiden,€ 345.000,226 m²,114 m²,1960,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in centrum,Achtertuin,4.495
Hellasstraat 3,Purmerend,€ 285.000,102 m²,85 m²,1962,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Beschutte ligging en in woonwijk,Achtertuin en voortuin,6.195
Julianalaan 18,Nieuwer Ter Aa,€ 1.245.000,1.090 m²,274 m²,1610,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met riet,9 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,Niet verplicht,"Aan rustige weg, beschutte ligging, in centrum en landelijk gelegen",Tuin rondom,485
Jan Hoenlaan 6,Montfoort,€ 375.000,108 m²,112 m²,1991,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,2.620
Beekdal 41,Vianen (NB),€ 298.000,232 m²,68 m²,2011,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Achtertuin en voortuin,975
Noorderberg 3,Egmond aan Zee,€ 349.000,59 m²,59 m²,1940,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,"Aan rustige weg, beschutte ligging en in woonwijk",Plaats,2.455
Pastoriepad 21,Hapert,€ 289.000,115 m²,113 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in centrum,Achtertuin en voortuin,740
van Swietenstraat 8,Helmond,€ 450.000,267 m²,99 m²,1956,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,1.390
Vosmaerstraat 12,Arnhem,€ 525.000,115 m²,118 m²,1928,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.160
Jagersberg 22,Roosendaal,€ 599.500,562 m²,141 m²,1997,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,In woonwijk,Tuin rondom,3.230
Schoolstraat 70,Geerdijk,€ 325.000,620 m²,125 m²,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,C,"Aan vaarwater, open ligging en vrij uitzicht",Achtertuin en voortuin,370
Brugakker 6001,Zeist,€ 549.000,211 m²,118 m²,1977,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.545
Leenderweg 65,Valkenswaard,€ 400.000,273 m²,129 m²,1960,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer,2 woonlagen en een zolder,F,In centrum,Achtertuin,3.020
Veldweg 37,Nunspeet,€ 439.000,263 m²,116 m²,1910,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,G,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Voortuin en zijtuin,9.095
Lepelaar 61,Meppel,€ 330.000,171 m²,120 m²,1995,Bestaande bouw,"Eengezinswoning, eindwoning",Lessenaardak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,980
Begoniastraat 23,Zwolle,€ 375.000,132 m²,87 m²,1928,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.045
Goudplevierstraat 97,Zwolle,€ 449.000,131 m²,124 m²,1999,Bestaande bouw,"Eengezinswoning, tussenwoning (patiowoning)",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Patio/atrium,6.995
Elzenhage 6,Meppel,€ 395.000,235 m²,146 m²,1992,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.135
Venusstraat 12,Leiden,€ 650.000,158 m²,160 m²,2005,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.965
Stationspark 26,Veendam,€ 398.000,312 m²,136 m²,2008,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,A+,In centrum en in woonwijk,Voortuin en zijtuin,1.825
Rostockstraat 144,Lelystad,€ 350.000,118 m²,113 m²,2017,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,1.825
Ste Bernaertsstraat 30,Oudenbosch,€ 450.000,327 m²,170 m²,1904,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,7 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,Aan drukke weg en in centrum,Achtertuin,4.230
Markeboek 26,Ommen,€ 325.000,163 m²,117 m²,2021,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,,Achtertuin,460
Van Hogelandestraat 2,Den Haag,€ 475.000,69 m²,97 m²,1997,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met overig,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in centrum,,6.980
Roemer Visscherstraat 29,Alblasserdam,€ 350.000,151 m²,116 m²,1970,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.625
Krulmos 18,Nieuwerkerk aan den IJssel,€ 390.000,124 m²,131 m²,1977,Bestaande bouw,"Herenhuis, eindwoning",Plat dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen en een vliering,C,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.230
Marterweide 54,Nieuwegein,€ 425.000,184 m²,140 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.411
Oostzijde 37,Zaandam,€ 475.000,50 m²,116 m²,2002,Bestaande bouw,"Eengezinswoning, tussenwoning (split-level woning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In centrum,Patio/atrium,7.970
Hoofdweg 6,Echten (FR),€ 599.000,1.624 m²,168 m²,1920,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers,2 woonlagen en een vliering,C,"Landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,265
Hagenaarpark 48,Maasbracht,€ 300.000,323 m²,94 m²,1976,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.745
Hoofdstraat 1,Borger,€ 525.000,496 m²,154 m²,1986,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,C,Beschutte ligging en in bosrijke omgeving,"Achtertuin, voortuin en zijtuin",
Henriette Polaklaan 80,Zutphen,€ 485.000,279 m²,157 m²,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.805
President Steijnstraat 43,Tilburg,€ 275.000,128 m²,100 m²,1929,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Achtertuin,6.235
Stoombootweg 62,Amsterdam,€ 925.000,267 m²,116 m²,1916,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,F,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",3.495
Kastanjelaan 14,Lochem,€ 285.000,209 m²,99 m²,1919,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,D,Aan rustige weg en in centrum,Achtertuin,2.630
Halvenne 40,Leende,€ 437.500,232 m²,124 m²,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.560
Glauconiet 9,Deest,€ 325.000,142 m²,121 m²,2011,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.655
Grote Drift 30,Beilen,€ 289.000,266 m²,123 m²,1968,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,9.415
Adriaan Loosjesstraat 71,Haarlem,€ 475.000,98 m²,117 m²,1909,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,
Dorpsstraat 62,Dirkshorn,€ 300.000,139 m²,89 m²,1931,Bestaande bouw,"Eengezinswoning, tussenwoning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, in centrum en vrij uitzicht",Achtertuin,1.290
Patrimoniumlaan 87,Veenendaal,€ 525.000,229 m²,110 m²,1934,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",6.020
Sportlaan 59,Wissenkerke,€ 319.000,278 m²,126 m²,1975,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.020
Lindenlaan 2,Bergen (LI),€ 499.000,1.137 m²,309 m²,1918,Bestaande bouw,"Herenhuis, vrijstaande woning",Mansarde dak bedekt met pannen,9 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",F,,Tuin rondom,4.345
Lindenlaan 27,Terneuzen,€ 365.000,450 m²,114 m²,2003,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Schilddak bedekt met overig en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.470
Van Polanenpark 22,Wassenaar,€ 650.000,112 m²,190 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met kunststof,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,4 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,4.580
Jaagpad 51,Etten-Leur,€ 579.000,180 m²,154 m²,2002,Bestaande bouw,"Herenhuis, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan park, aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,3.660
Kamerlingh Onnesstraat 67,Apeldoorn,€ 375.000,285 m²,137 m²,1965,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin,3.660
Lage Engweg 31,Putten,€ 499.000,268 m²,126 m²,1971,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,6.280
Grashoen 114,Eindhoven,€ 489.000,149 m²,135 m²,2006,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,5.835
Buitenroede 23,Smilde,€ 335.000,278 m²,111 m²,1990,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,,Achtertuin en voortuin,3.685
Jan van Eyckstraat 21,Almere,€ 465.000,182 m²,129 m²,1999,Bestaande bouw,"Herenhuis, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Voortuin,6.260
